Major.Min.Comp,Minor.Min.Comp1,Minor.Min.Comp2,Appraisal,Mass
PLATINUM,THOMSONITE,PYROMORPHITE,13044.23,155.14229999999998
CLEAVELANDITE,BOURNONITE,ROSASITE,7836.54,99.96539999999999
MELANOPHLOGITE,SCHORL,SELENITE,8100.41,94.5041
DEMANTOID,BASALT,SEMSEYITE,5913.74,60.6374
DIAMOND,BORAX,SULFUR,13970.38,116.8038
HOPEITE,DEMANTOID,GMELINITE,7892.56,83.82560000000001
ANTIMONY,BLODITE,MELANOPHLOGITE,13699.64,133.7964
PERIDOT,NEPTUNITE,SEMSEYITE,893.74,20.037399999999998
SCHORL,BORNITE,SAINFELDITE,1777.1,35.871
COAL,CUBANITE,RUBY,18715.02,180.1502
SCORODITE,BORNITE,CUMMINGTONITE,27163.47,294.9347
PARASYMPLESITE,SEMSEYITE,NEPTUNITE,2326.44,22.364400000000003
GMELINITE,ALMANDINE,TALC,11519.89,140.19889999999998
CLEAVELANDITE,SUNSTONE,HUREAULITE,21628.19,213.5819
ARTINITE,SILICATES,CUMMINGTONITE,25400.1,271.101
SMITHSONITE,ALMANDINE,BIF,17884.5,190.945
GMELINITE,DATOLITE,PARISITE,13477.87,145.77870000000001
HUREAULITE,ALTAITE,COAL,22961.06,252.41060000000002
SUNSTONE,DEMANTOID,ALTAITE,4364.06,58.640600000000006
MELANOPHLOGITE,NEPTUNITE,GEODES,13914.43,160.14430000000002
SUNSTONE,TALC,DIOPSIDE,10716.93,116.56930000000001
STELLERITE,ANDERSONITE,ALTAITE,12573.75,140.1375
ANDESINE,CORDYLITE,ARSENIC,1930.29,35.0029
PYROAURITE,BASALT,KOVDORSKITE,38276.52,383.66519999999997
BOLEITE,HEMATITE,THOMSONITE,1147.96,10.9796
ERIONITE,GEODES,SENARMONTITE,25361.68,266.0168
PUCHERITE,ANDALUSITE,COAL,2026,22.060000000000002
HEMATITE,SCHORL,PYROAURITE,483.79,16.637900000000002
CLEAVELANDITE,ARAGONITE,RUBY,596.18,15.361799999999999
CLINOHEDRITE,HEMATITE,ILVAITE,20.68,8.806799999999999
CHLORITE,SMITHSONITE,CORDYLITE,3749.16,29.4916
HUMITE,CLEAVELANDITE,PUCHERITE,1153.86,7.938599999999999
BERLINITE,SENARMONTITE,ARSENIC,12998.92,151.4892
SENARMONTITE,BOLEITE,OBSIDIAN,28144.18,286.9418
SILICATES,STURMANITE,SINHALITE,5547.33,69.1733
DATOLITE,BASALT,THOMSONITE,20799.76,214.39759999999998
PYROAURITE,ACANTHITE,ILVAITE,20861.74,197.3174
SYLVITE,STELLERITE,PERIDOT,9289.46,93.6946
ROSE_QUARTZ,STURMANITE,BARATOVITE,14628.56,137.5856
PYROAURITE,DIOPSIDE,RUBY,18108.49,205.7849
SULFUR,PARISITE,CLINOHEDRITE,17301.44,179.6144
NICKELINE,DIAMOND,ACANTHITE,8590.38,113.00379999999998
SMITHSONITE,DATOLITE,RUBY,3543.79,58.1379
CORDYLITE,PARISITE,ALMANDINE,13020.77,133.10770000000002
SCORODITE,HUREAULITE,CHLORITE,10271.02,110.0102
ARAGONITE,DESCLOIZITE,TREMOLITE,41969.76,441.8976
SCORODITE,PERIDOT,SMITHSONITE,18669.17,193.09169999999997
ANDERSONITE,DIOPSIDE,SMITHSONITE,12876.56,133.6656
DEMANTOID,BARATOVITE,PARAVAUXITE,25925.33,294.55330000000004
MALACHITE,ROSE_QUARTZ,ACANTHITE,12708.65,140.7865
ARAGONITE,SINHALITE,CUBANITE,13555.08,147.6508
FLUORAPATITE,DESCLOIZITE,MELANOPHLOGITE,12127.75,130.8775
CLINOHEDRITE,NICKELINE,GEODES,13443,121.23
ALBITE,PHLOGOPITE,ENSTATITE,3895,52.150000000000006
OBSIDIAN,SUNSTONE,CACOXENITE,10270.61,125.1061
COAL,STURMANITE,MALACHITE,24632.98,249.2298
TALC,CACOXENITE,OBSIDIAN,8342.14,82.92139999999999
NEPHELINE,SCORODITE,GEODES,12662.63,125.92629999999998
KUNZITE,KOTTIGITE,TAAFFEITE,6246.31,73.26310000000001
CHLORITE,GIBBSITE,PARAVAUXITE,3810.18,50.901799999999994
TAAFFEITE,SELENITE,THOMSONITE,6081.96,78.0196
BARATOVITE,HUMITE,BROOKITE,18603.99,193.93990000000002
CACOXENITE,PHOSPHATES,BOURNONITE,16352.61,173.1261
THOMSONITE,TREMOLITE,HEMATITE,2599.66,45.39659999999999
DIOPSIDE,STURMANITE,OSUMILITE,2819.36,58.3936
HEULANDITE,DIOPSIDE,CHLORITE,9484.33,123.8433
ANDALUSITE,ICE,SCHORL,14685.74,171.1574
ILVAITE,ANDERSONITE,STELLERITE,17979.99,206.9999
SEMSEYITE,CARNOTITE,BOLEITE,7115.42,87.1542
NICKELINE,ALBITE,RHODIZITE,17169.03,185.29029999999997
ALBITE,PLATINUM,HEMATITE,12314.75,144.9475
TELLURIUM,ICE,KUNZITE,15539.05,163.0905
KOVDORSKITE,CUBANITE,OBSIDIAN,2747.31,33.9731
SELENITE,BORNITE,DEMANTOID,11699.33,119.4933
ALTAITE,BORNITE,MALACHITE,4359.05,50.1905
HUMITE,SENARMONTITE,PARISITE,18465.37,193.5537
MALACHITE,SMITHSONITE,MARCASITE,14787.88,168.97879999999998
CUMMINGTONITE,PLATINUM,MELANOPHLOGITE,30208.14,309.1814
ACANTHITE,SCHORL,OBSIDIAN,7838.65,96.8865
DIAMOND,ALTAITE,SELENITE,1016.95,5.269500000000001
ALTAITE,OSUMILITE,SILVER,6365.18,81.2518
SINHALITE,SELENITE,ROSE_QUARTZ,1735.06,21.1506
ILVAITE,BLODITE,PUCHERITE,19353.48,207.63479999999998
ANTIMONY,GEODES,FLUORAPATITE,5029.05,63.2905
BORNITE,PARASYMPLESITE,ROSASITE,17017.91,189.8791
CUBANITE,HUREAULITE,SEMSEYITE,4325.5,41.855000000000004
DEMANTOID,KOTTIGITE,KOVDORSKITE,3009.55,35.3955
COAL,PHOSPHATES,BARATOVITE,3220.67,46.506699999999995
DIOPSIDE,RUBY,THOMSONITE,7324.93,56.34930000000001
ARTINITE,KOVDORSKITE,DATOLITE,6809.14,67.79140000000001
KOTTIGITE,SEMSEYITE,OSUMILITE,6761.51,75.3151
ROSASITE,BORAX,HUREAULITE,21743.33,237.83330000000004
RHODIZITE,HEULANDITE,DEMANTOID,12334.53,133.4453
CORDYLITE,SELENITE,KOTTIGITE,3257.37,48.4737
SELENITE,BROOKITE,STURMANITE,4744.92,59.64919999999999
SINHALITE,GORMANITE,KOVDORSKITE,19385.74,210.8574
SENARMONTITE,PYROAURITE,NEPHELINE,7625.21,88.4521
ENSTATITE,ALMANDINE,BIF,38188.9,369.889
BIF,ANDERSONITE,BLODITE,1177.11,35.5711
SCHORL,GAYLUSSITE,BOLEITE,4109.39,43.29390000000001
ROSASITE,BERLINITE,HEMATITE,7274.64,67.74640000000001
MARCASITE,BLODITE,CLEAVELANDITE,1123.94,18.2394
CLINOPTILOLITE,DIAMOND,NEPTUNITE,22693.5,246.835
SUNSTONE,SILVER,ACANTHITE,5270.73,53.607299999999995
CUBANITE,PYROAURITE,PHOSPHATES,10860.52,124.40520000000001
ANDALUSITE,BARATOVITE,STURMANITE,26815.07,257.6507
BARATOVITE,ROSE_QUARTZ,DEMANTOID,27182.34,274.3234
SILICATES,GMELINITE,TELLURIUM,16155.91,169.3591
OSUMILITE,NEPTUNITE,STURMANITE,6515.9,52.95899999999999
NEPHELINE,BOLEITE,DIOPSIDE,14996.38,173.0638
SCORODITE,PHLOGOPITE,MARCASITE,38654.8,397.048
TREMOLITE,ANDESINE,KOTTIGITE,13992.34,150.5234
SYLVITE,PARASYMPLESITE,ERIONITE,18517.22,209.0722
HOWLITE,BOLEITE,ROSASITE,285.78,15.7578
RHODIZITE,ARSENIC,CUMMINGTONITE,8777.45,95.3745
BOURNONITE,ACANTHITE,HEMATITE,2513.84,25.9384
COAL,TELLURIUM,ALBITE,819.59,15.6959
ARAGONITE,SAINFELDITE,KOVDORSKITE,5329.23,57.592299999999994
HEULANDITE,ARAGONITE,HEMATITE,11460.87,126.70870000000001
PHLOGOPITE,GIBBSITE,PERIDOT,31335.97,326.95970000000005
THOMSONITE,GORMANITE,OBSIDIAN,6823.24,74.6324
NICKELINE,CARNOTITE,DESCLOIZITE,2058.86,16.7886
RUBY,SILICATES,DATOLITE,3197.63,51.5763
TREMOLITE,COAL,KOTTIGITE,4011.16,34.7116
SULFUR,COAL,HOWLITE,1960.7,48.307
PUCHERITE,BROOKITE,SMITHSONITE,7536.48,68.0648
SMITHSONITE,SINHALITE,GMELINITE,25890.88,285.80879999999996
HUMITE,MARCASITE,SYLVITE,4972.2,80.022
PUCHERITE,STURMANITE,CORDYLITE,3111.89,38.4189
PARISITE,GEODES,GAYLUSSITE,7832.04,75.1204
PLATINUM,THOMSONITE,CARNOTITE,9070.68,99.4068
CARNOTITE,CACOXENITE,RHODIZITE,9771.08,92.5108
CHLORITE,SENARMONTITE,TELLURIUM,43707.65,441.7765
ARTINITE,RUBY,GORMANITE,2195.49,25.154899999999998
STURMANITE,ENSTATITE,ALTAITE,12473.86,143.23860000000002
ARFVEDSONITE,COAL,ACANTHITE,15950.52,193.6052
ARAGONITE,CHLORITE,SMITHSONITE,10338.02,116.28020000000001
SILICATES,SILVER,TAAFFEITE,4010.18,52.6018
ROSASITE,OBSIDIAN,HOPEITE,10406.11,110.86110000000001
ARTINITE,GIBBSITE,HUMITE,9767.12,83.77120000000001
MARCASITE,DATOLITE,DESCLOIZITE,6896.1,83.361
SEMSEYITE,CHRYSOBERYL,PUCHERITE,2226.74,30.5674
SAINFELDITE,ROSASITE,GIBBSITE,8850.43,102.1043
TAAFFEITE,DIOPSIDE,DIAMOND,15879.5,158.39499999999998
ALTAITE,BORAX,PHLOGOPITE,7498.72,82.6872
CLINOPTILOLITE,SULFUR,BIF,4971.7,54.317
TAAFFEITE,CACOXENITE,STURMANITE,19588.36,195.7836
ARSENIC,ARFVEDSONITE,ANDERSONITE,3541.52,50.3152
THOMSONITE,BORAX,STELLERITE,22100.85,230.2085
TREMOLITE,HEULANDITE,PHOSPHATES,23436.12,232.2612
ICE,KOVDORSKITE,DESCLOIZITE,13104.7,142.147
RHODIZITE,CLEAVELANDITE,DEMANTOID,6162.65,59.42649999999999
RHODIZITE,MALACHITE,CHRYSOBERYL,6537.65,74.8765
CACOXENITE,TALC,GEODES,17133.14,177.2314
RHODIZITE,BARATOVITE,THOMSONITE,3078.57,53.4857
HINSDALITE,HOWLITE,SEMSEYITE,7114.93,68.6493
ARFVEDSONITE,ARSENIC,ROSE_QUARTZ,21567.53,233.87529999999998
GIBBSITE,BIF,ILVAITE,8802.43,94.2243
CHRYSOBERYL,HEULANDITE,KOTTIGITE,2465.31,39.3531
HEULANDITE,CHLORITE,BOLEITE,12699.04,150.59040000000002
SILICATES,HEULANDITE,SELENITE,17410.24,172.2024
THOMSONITE,CLEAVELANDITE,BLODITE,19396.49,197.46490000000003
GAYLUSSITE,ALBITE,PARASYMPLESITE,22520.29,234.1029
BROOKITE,GEODES,ROSASITE,6900.87,67.1087
TELLURIUM,SILVER,KOVDORSKITE,31033.99,328.2399
ILVAITE,CUMMINGTONITE,CARNOTITE,25102.5,258.425
NEPHELINE,DEMANTOID,ARTINITE,7435.46,72.55460000000001
SUNSTONE,ANDALUSITE,SAINFELDITE,7138.54,98.4854
CACOXENITE,BORAX,SENARMONTITE,24582.9,255.729
GEODES,SULFUR,ALBITE,11187.61,147.2761
ALMANDINE,DATOLITE,SYLVITE,11369.05,126.69049999999999
ANDERSONITE,PYROMORPHITE,HOWLITE,12002.14,137.2214
BERLINITE,SILVER,NICKELINE,16340.24,174.5024
ANDERSONITE,NICKELINE,ARTINITE,4019.91,67.3991
DATOLITE,HOWLITE,HUMITE,31923.01,326.4301
CLINOHEDRITE,ANDERSONITE,ANTIMONY,30137.05,300.3705
ARSENIC,ALMANDINE,THOMSONITE,3658.23,55.182300000000005
BASALT,ARFVEDSONITE,HOWLITE,2470.08,46.1008
ROSE_QUARTZ,PARAVAUXITE,BARATOVITE,16172.59,174.6259
SCORODITE,CLINOHEDRITE,ANDESINE,3248.09,56.180899999999994
NICKELINE,OBSIDIAN,DIOPSIDE,13248,143.78
PLATINUM,COAL,CARNOTITE,10588.18,121.5818
SAINFELDITE,NEPHELINE,COAL,6267.95,74.7795
ALMANDINE,PARISITE,HUREAULITE,2406.8,32.168
BOURNONITE,CLINOPTILOLITE,PUCHERITE,31811.36,320.71360000000004
BORNITE,SAINFELDITE,BOLEITE,40107.53,396.8753
SENARMONTITE,GORMANITE,SILVER,36180.55,374.20550000000003
SCORODITE,ICE,SULFUR,17316.32,180.0632
ANDERSONITE,HEULANDITE,SAINFELDITE,13696.24,171.7624
THOMSONITE,BOURNONITE,ALBITE,4956.14,40.66140000000001
HINSDALITE,ROSE_QUARTZ,FLUORAPATITE,4816.57,49.96569999999999
SINHALITE,PLATINUM,ROSE_QUARTZ,24384.12,255.6412
ACANTHITE,DESCLOIZITE,ANTIMONY,17249.56,198.59560000000002
NEPHELINE,STELLERITE,HINSDALITE,1661.66,41.8166
PARAVAUXITE,PARISITE,SELENITE,7962.91,92.42909999999999
PUCHERITE,GORMANITE,BORNITE,698.06,16.3806
DESCLOIZITE,NEPHELINE,GEODES,7833.62,95.93620000000001
BORAX,SULFUR,HOWLITE,15371.48,162.8148
ANDALUSITE,CLINOPTILOLITE,CORDYLITE,17452.8,187.328
BOLEITE,PHOSPHATES,PYROMORPHITE,24623.66,241.03660000000002
PHLOGOPITE,HEULANDITE,HUREAULITE,2805.27,55.4527
OBSIDIAN,FLUORAPATITE,BOURNONITE,19701.62,213.0162
CARNOTITE,COAL,CLINOPTILOLITE,13792.68,165.0268
ARSENIC,BERLINITE,PYROMORPHITE,15320.83,172.6083
SENARMONTITE,FLUORAPATITE,PARAVAUXITE,5701.06,74.6106
THOMSONITE,DIAMOND,CUMMINGTONITE,6572.84,77.0284
ALMANDINE,BOURNONITE,RHODIZITE,3779.93,48.99929999999999
STURMANITE,PARAVAUXITE,BORAX,10326.95,112.0695
PHOSPHATES,MALACHITE,RUBY,1451.64,28.1164
GMELINITE,PLATINUM,GIBBSITE,4844.78,57.0478
CUBANITE,STURMANITE,PARASYMPLESITE,30802.81,324.9281
RUBY,GMELINITE,PYROMORPHITE,6765.5,76.855
CLEAVELANDITE,ARFVEDSONITE,CORDYLITE,11894.69,131.2469
HUMITE,TELLURIUM,HINSDALITE,13858.32,146.9832
ANDERSONITE,THOMSONITE,DEMANTOID,2109.18,17.8918
OSUMILITE,BOLEITE,SEMSEYITE,2638.48,41.184799999999996
CHRYSOBERYL,SELENITE,GORMANITE,6774.81,87.1481
DEMANTOID,DIAMOND,DESCLOIZITE,881.69,21.6169
HEMATITE,CUMMINGTONITE,ARAGONITE,10220.08,92.4008
DIOPSIDE,PARAVAUXITE,HINSDALITE,4806.57,75.2657
HEULANDITE,BROOKITE,TREMOLITE,9884.37,104.04370000000002
CLEAVELANDITE,SILVER,ARAGONITE,27415.15,287.2515
CLINOHEDRITE,BOLEITE,BASALT,12053.64,120.9364
CUBANITE,MELANOPHLOGITE,GMELINITE,12612.09,129.8209
SELENITE,PUCHERITE,BOLEITE,20918.49,208.88490000000002
ANDERSONITE,SCORODITE,THOMSONITE,386.33,24.263299999999997
ANDALUSITE,ARFVEDSONITE,SELENITE,12714.22,127.74219999999998
ALMANDINE,NICKELINE,COAL,6899.62,73.7962
SINHALITE,ARSENIC,NEPTUNITE,15963.09,165.2309
ARAGONITE,PUCHERITE,PHOSPHATES,12263.95,140.23950000000002
OBSIDIAN,HOPEITE,BORAX,4022.25,43.3225
SEMSEYITE,ANDERSONITE,SILICATES,3201.38,54.713800000000006
GIBBSITE,HEULANDITE,BLODITE,10515.66,112.4566
PYROAURITE,TELLURIUM,GORMANITE,14281.79,154.8179
KOTTIGITE,SILICATES,CUMMINGTONITE,1206.05,15.160499999999999
BORNITE,BARATOVITE,COAL,17243.45,177.9345
ROSE_QUARTZ,RUBY,DIAMOND,7226.04,84.5604
PYROMORPHITE,BOLEITE,MARCASITE,6845.55,105.0555
HINSDALITE,HEMATITE,HEULANDITE,10055.06,119.75059999999999
ROSE_QUARTZ,STELLERITE,SENARMONTITE,17470.7,190.207
BERLINITE,PUCHERITE,MELANOPHLOGITE,20105.64,191.4564
SINHALITE,HOWLITE,ALTAITE,19935.64,192.65640000000002
PARISITE,OBSIDIAN,ANDERSONITE,7103.3,90.533
KOVDORSKITE,HINSDALITE,DEMANTOID,4696.45,56.0645
PHLOGOPITE,ARSENIC,SENARMONTITE,6252.12,60.4212
ALBITE,GIBBSITE,SILVER,4275.77,66.2577
ANDESINE,PHOSPHATES,BOURNONITE,6563.5,86.935
GIBBSITE,PARISITE,HEULANDITE,5780.28,83.5028
CLINOPTILOLITE,SENARMONTITE,BOURNONITE,2901.22,55.6122
DIAMOND,ARAGONITE,ANTIMONY,3908.02,53.480199999999996
THOMSONITE,GAYLUSSITE,SYLVITE,15720.77,175.60770000000002
KUNZITE,ALMANDINE,STELLERITE,2744.45,18.144499999999997
SYLVITE,ERIONITE,ANDESINE,9128.74,92.88739999999999
DIAMOND,SMITHSONITE,PUCHERITE,43345.41,467.8541
BLODITE,DEMANTOID,CORDYLITE,22154.5,251.14499999999998
BOURNONITE,BOLEITE,SELENITE,27237.76,282.57759999999996
MELANOPHLOGITE,TALC,TELLURIUM,28706.94,313.46939999999995
CORDYLITE,GORMANITE,BERLINITE,9084.52,87.74520000000001
ILVAITE,BIF,DIAMOND,25827.6,256.976
ACANTHITE,CLEAVELANDITE,SAINFELDITE,6136.24,72.7624
PUCHERITE,ICE,BOLEITE,5481.62,78.5162
CLEAVELANDITE,GMELINITE,MALACHITE,12179.39,140.2939
STELLERITE,BROOKITE,NICKELINE,17852.26,207.12259999999998
ROSASITE,ANTIMONY,OBSIDIAN,26475.23,285.5523
SCORODITE,PARISITE,GORMANITE,9271.12,116.81120000000001
DATOLITE,BARATOVITE,MELANOPHLOGITE,2154.48,11.8448
THOMSONITE,BORNITE,CHRYSOBERYL,25617.46,274.8746
BIF,TELLURIUM,HEMATITE,18183.07,196.3307
PARAVAUXITE,BERLINITE,DESCLOIZITE,6513.17,67.93169999999999
ARTINITE,CHLORITE,MALACHITE,4735.43,67.3543
RHODIZITE,HOWLITE,TREMOLITE,5047.95,40.179500000000004
HUMITE,PUCHERITE,DATOLITE,22931.45,236.71450000000002
ENSTATITE,CHLORITE,SILVER,3098.79,32.5879
COAL,BASALT,SINHALITE,24205.51,246.9551
BROOKITE,CLINOPTILOLITE,PERIDOT,7695.64,94.5564
SMITHSONITE,PHOSPHATES,PYROAURITE,19909.75,197.3975
CORDYLITE,ERIONITE,MELANOPHLOGITE,17729.07,188.6907
CACOXENITE,SEMSEYITE,HOWLITE,1838.82,40.8882
PHLOGOPITE,BARATOVITE,SILICATES,23780.4,255.904
PARASYMPLESITE,CLINOPTILOLITE,OBSIDIAN,25834.42,280.1442
ALMANDINE,ANTIMONY,HEULANDITE,1185.04,7.550400000000001
BROOKITE,HUMITE,ARTINITE,771.31,26.0131
THOMSONITE,PERIDOT,BARATOVITE,29773.98,309.1398
ROSASITE,BASALT,PARASYMPLESITE,19900.42,211.70419999999996
SULFUR,SYLVITE,PARASYMPLESITE,22990.89,230.50889999999998
SMITHSONITE,HEMATITE,BLODITE,7120.37,80.4037
CHRYSOBERYL,ACANTHITE,HUMITE,8125.18,85.9518
DEMANTOID,GORMANITE,BROOKITE,1085.04,33.150400000000005
MARCASITE,TREMOLITE,RUBY,17266.41,186.5641
PYROMORPHITE,BLODITE,ERIONITE,4441.98,65.1198
BARATOVITE,SILICATES,MALACHITE,10909.68,123.8968
ALMANDINE,DEMANTOID,PHOSPHATES,9373.49,121.5349
ARFVEDSONITE,BORNITE,TAAFFEITE,3001.74,46.3174
ERIONITE,STURMANITE,TAAFFEITE,6489.79,70.49789999999999
CARNOTITE,STURMANITE,PYROAURITE,22294.07,253.0407
DIOPSIDE,GIBBSITE,THOMSONITE,8358.72,108.88719999999999
MALACHITE,ANDESINE,BARATOVITE,9024.42,99.44420000000001
GIBBSITE,ILVAITE,ROSASITE,7175.54,78.85539999999999
ILVAITE,SAINFELDITE,BORAX,4272.67,56.026700000000005
BROOKITE,GIBBSITE,NICKELINE,14996.09,153.26090000000002
OBSIDIAN,CACOXENITE,PLATINUM,7692.01,90.4201
MELANOPHLOGITE,ERIONITE,KUNZITE,20879.51,212.6951
SMITHSONITE,PARASYMPLESITE,BASALT,5916.14,75.4614
DIAMOND,PARISITE,SELENITE,3511.62,43.7162
KUNZITE,SILVER,CLINOHEDRITE,21030.03,207.8003
NICKELINE,BOURNONITE,ALTAITE,7513.92,55.0392
OSUMILITE,ANTIMONY,CLINOPTILOLITE,26187.11,277.1711
CORDYLITE,SILICATES,TREMOLITE,6416.93,58.069300000000005
SCORODITE,PERIDOT,CORDYLITE,11090.07,116.1007
ALMANDINE,SINHALITE,TELLURIUM,30441.02,320.71020000000004
SULFUR,SINHALITE,CUBANITE,4126.12,56.6612
SUNSTONE,BASALT,SELENITE,23141.02,230.0102
SELENITE,TALC,BASALT,4572.65,32.826499999999996
SENARMONTITE,ARFVEDSONITE,CHLORITE,14165.54,174.05540000000002
NICKELINE,SILICATES,ROSE_QUARTZ,15728.36,157.58360000000002
PYROMORPHITE,HUMITE,ARFVEDSONITE,6652.77,68.42770000000002
BORAX,ANDESINE,NICKELINE,7668.22,89.18220000000001
SINHALITE,GMELINITE,ANDERSONITE,18435.24,185.25240000000002
BERLINITE,TAAFFEITE,PARASYMPLESITE,30003.93,323.0393
RUBY,HINSDALITE,NEPTUNITE,6267.55,67.2755
MELANOPHLOGITE,SUNSTONE,SILVER,8846.7,92.26700000000001
RHODIZITE,CHRYSOBERYL,TELLURIUM,11102.62,131.2262
SCORODITE,SILICATES,RHODIZITE,3713.3,58.633
CORDYLITE,HEULANDITE,ACANTHITE,11850.47,115.9047
ICE,ARTINITE,THOMSONITE,661.66,23.7166
SENARMONTITE,BOURNONITE,HOPEITE,15103.46,152.03459999999998
MALACHITE,HEMATITE,STELLERITE,1609.41,25.6941
DEMANTOID,PLATINUM,ACANTHITE,17946.12,204.8612
BORAX,GIBBSITE,OSUMILITE,12951.78,142.1178
KOTTIGITE,ALMANDINE,KOVDORSKITE,13545.13,150.6513
ALBITE,ANDALUSITE,HUREAULITE,11004.52,127.3452
PUCHERITE,CUBANITE,BROOKITE,1977.82,33.078199999999995
PHLOGOPITE,ALMANDINE,OSUMILITE,18977.57,214.5757
RHODIZITE,NEPHELINE,HINSDALITE,5611.45,67.61449999999999
TALC,MARCASITE,SILICATES,5397.94,78.7794
ALTAITE,CHRYSOBERYL,ARSENIC,5242.39,58.3239
TREMOLITE,CHRYSOBERYL,HUMITE,2475.76,32.457600000000006
CUMMINGTONITE,THOMSONITE,PYROAURITE,19054.2,216.942
HINSDALITE,COAL,GIBBSITE,8648.83,104.0883
NEPTUNITE,BROOKITE,DIAMOND,12778.62,136.7862
PARISITE,BLODITE,TREMOLITE,45811.79,449.6179
MELANOPHLOGITE,CARNOTITE,MARCASITE,1450.95,30.2095
PARASYMPLESITE,SCHORL,PHLOGOPITE,15519.19,169.99190000000002
ERIONITE,BASALT,HINSDALITE,7728.06,66.48060000000001
ARAGONITE,CLINOHEDRITE,BASALT,3623.68,54.3368
SMITHSONITE,STELLERITE,FLUORAPATITE,18258.77,188.6877
TALC,ANTIMONY,SCHORL,12611.4,136.11399999999998
OSUMILITE,BASALT,BERLINITE,19498.8,203.588
BOURNONITE,HUREAULITE,SCORODITE,20598.64,216.3864
CACOXENITE,SENARMONTITE,KUNZITE,22196.58,235.46580000000003
SILICATES,BOURNONITE,DESCLOIZITE,22472.13,230.7213
ROSE_QUARTZ,ROSASITE,ALMANDINE,5397.97,42.6797
RUBY,DIOPSIDE,HOPEITE,15104.83,165.94830000000002
BASALT,ILVAITE,BROOKITE,5147.77,61.877700000000004
ALMANDINE,DIAMOND,CORDYLITE,3753.48,41.0348
OSUMILITE,PERIDOT,COAL,1679.44,46.894400000000005
CHLORITE,ANTIMONY,BERLINITE,22391.84,243.8184
MELANOPHLOGITE,STELLERITE,HUMITE,18399.14,197.6914
CHLORITE,CUMMINGTONITE,PHLOGOPITE,12922.1,157.02100000000002
OSUMILITE,ROSE_QUARTZ,HEMATITE,18301.82,194.81820000000002
SENARMONTITE,ROSASITE,DATOLITE,1596.87,24.168699999999998
SMITHSONITE,CLEAVELANDITE,ARTINITE,7690.88,75.2088
BARATOVITE,ARTINITE,HUREAULITE,14895.77,167.85770000000002
ANTIMONY,SINHALITE,CHRYSOBERYL,2810.34,49.1034
GEODES,FLUORAPATITE,SCHORL,17533.45,178.4345
BLODITE,CLINOHEDRITE,ARFVEDSONITE,7034.91,68.0491
BIF,CLINOPTILOLITE,ICE,18384.8,197.148
PUCHERITE,BIF,ENSTATITE,3326.25,29.262500000000003
OBSIDIAN,HUMITE,BARATOVITE,7570.84,94.60839999999999
MALACHITE,OBSIDIAN,ARTINITE,14965.12,159.2512
NEPHELINE,ANTIMONY,GORMANITE,7276.4,92.364
SELENITE,ICE,KOVDORSKITE,30522.54,327.02540000000005
ANDESINE,BASALT,SYLVITE,5635.59,65.2559
HEULANDITE,PLATINUM,KUNZITE,12089.52,121.6952
ALBITE,GEODES,SINHALITE,37387.17,381.07169999999996
SILVER,DEMANTOID,CHRYSOBERYL,13683.35,155.23350000000002
BOLEITE,PARISITE,SINHALITE,18976.03,199.7603
ALTAITE,SILVER,GAYLUSSITE,1565.27,33.5527
SMITHSONITE,SILVER,ARSENIC,641.09,6.410900000000001
STELLERITE,HEULANDITE,BASALT,15464.45,163.84449999999998
PERIDOT,OSUMILITE,NEPTUNITE,26421.21,279.8121
ENSTATITE,PERIDOT,ANDESINE,22192.6,244.826
HUMITE,BOLEITE,CORDYLITE,11757.7,98.17700000000002
KUNZITE,GAYLUSSITE,BERLINITE,12820.7,141.707
GORMANITE,PERIDOT,STELLERITE,17149.8,189.998
BROOKITE,PHOSPHATES,SULFUR,21119.99,200.1999
ALBITE,SAINFELDITE,HOPEITE,26726.24,284.7624
HINSDALITE,PERIDOT,SUNSTONE,642.81,37.7281
ANDESINE,ARAGONITE,DATOLITE,12692.19,144.7219
BROOKITE,BERLINITE,DATOLITE,21569.69,222.0969
BIF,ANDESINE,HOPEITE,5337.3,86.673
SINHALITE,PYROAURITE,STELLERITE,9105.59,126.8559
DEMANTOID,CLINOHEDRITE,ARAGONITE,20472.2,203.622
PARAVAUXITE,ARTINITE,RHODIZITE,13576.36,151.5636
ALBITE,CLINOPTILOLITE,BLODITE,19591,215.10999999999999
CLINOHEDRITE,PYROMORPHITE,BORNITE,21737.06,217.87060000000002
ALTAITE,PARASYMPLESITE,SMITHSONITE,18213.94,191.1394
STELLERITE,GEODES,BLODITE,6221.64,79.7164
CLEAVELANDITE,RUBY,SMITHSONITE,13103.34,141.1334
THOMSONITE,ARSENIC,HEMATITE,22960.38,243.3038
ERIONITE,ACANTHITE,ROSASITE,8979.58,97.1958
ARTINITE,SCORODITE,DEMANTOID,30572.54,301.4254
ALBITE,ARTINITE,PERIDOT,8885.28,87.75280000000001
THOMSONITE,ARAGONITE,ERIONITE,5696.52,73.1652
HOWLITE,TELLURIUM,NEPTUNITE,16211.55,165.7155
GORMANITE,DESCLOIZITE,SCORODITE,2570.8,38.608000000000004
PARAVAUXITE,SCORODITE,BOLEITE,6499.54,90.9954
ERIONITE,HOPEITE,ALTAITE,5143.52,58.135200000000005
BASALT,ARAGONITE,COAL,16782.23,188.2223
STELLERITE,DIOPSIDE,SILICATES,8581.89,103.5189
