Appraisal,Mass,Major.Min.Comp,Minor.Min.Comp1,Minor.Min.Comp2
18021.81,194.6181,KOTTIGITE,BLODITE,ALBITE
11840.2,130.602,KOVDORSKITE,DATOLITE,DESCLOIZITE
11603.19,110.3319,ICE,CUBANITE,BROOKITE
14136,165.36,SMITHSONITE,SYLVITE,NEPHELINE
13952.26,152.1226,THOMSONITE,ENSTATITE,PYROAURITE
27620.98,277.2098,PHLOGOPITE,BORNITE,ALMANDINE
4990.16,39.5016,PHOSPHATES,ALBITE,ANDESINE
1808.65,28.6865,OSUMILITE,SUNSTONE,BASALT
6973.23,67.7323,SMITHSONITE,OSUMILITE,SYLVITE
15236.18,168.0618,SYLVITE,NEPHELINE,GMELINITE
11885.86,125.6586,ROSASITE,ARSENIC,TELLURIUM
7535.99,89.3599,SELENITE,SEMSEYITE,ARAGONITE
3153.75,37.7375,CLINOPTILOLITE,ARAGONITE,CLINOHEDRITE
36611.67,363.1167,COAL,TALC,PARISITE
15874.98,165.1498,ARFVEDSONITE,SULFUR,DESCLOIZITE
2173.49,25.0349,GMELINITE,ENSTATITE,KOVDORSKITE
7095.75,88.6575,TALC,NEPTUNITE,SYLVITE
29321.41,314.6141,HUMITE,SMITHSONITE,ACANTHITE
4794.17,48.6417,BERLINITE,ALTAITE,ENSTATITE
9178.26,108.2826,PERIDOT,PUCHERITE,HUREAULITE
3043.18,32.7318,HEMATITE,MELANOPHLOGITE,THOMSONITE
15248.61,168.1861,DIOPSIDE,ILVAITE,SINHALITE
21996.19,226.9619,HUREAULITE,CACOXENITE,SYLVITE
17544.2,181.842,CLINOPTILOLITE,CHLORITE,KOTTIGITE
6700.65,91.7065,SCHORL,OBSIDIAN,DEMANTOID
29466.35,311.3635,ENSTATITE,NEPHELINE,ARAGONITE
5313.75,70.6375,COAL,TREMOLITE,ARAGONITE
21449.09,230.4909,ARSENIC,PHLOGOPITE,HOWLITE
27954.27,294.7427,DESCLOIZITE,TELLURIUM,ILVAITE
16353.83,161.8383,SMITHSONITE,ENSTATITE,PARAVAUXITE
16686.39,189.1639,ANDERSONITE,STELLERITE,BASALT
10298.12,107.4812,DIAMOND,STELLERITE,ROSASITE
6294.63,67.4463,PHOSPHATES,TAAFFEITE,SELENITE
3412.85,53.9285,SINHALITE,PHLOGOPITE,GEODES
5176.53,80.1653,HOWLITE,PUCHERITE,ALBITE
9139.31,95.3931,BROOKITE,SELENITE,SILVER
2771.36,43.6136,BOURNONITE,BASALT,HOPEITE
35323.12,356.7312,GIBBSITE,PUCHERITE,SAINFELDITE
4324.55,50.6455,CACOXENITE,DIAMOND,PHLOGOPITE
7681.33,89.9133,ALTAITE,PHOSPHATES,STURMANITE
16511.24,158.0124,CUMMINGTONITE,ROSASITE,DESCLOIZITE
15492.17,190.4217,SUNSTONE,SINHALITE,ANTIMONY
5293.73,82.4373,NICKELINE,TALC,CORDYLITE
3361.07,42.4107,PHLOGOPITE,BIF,ERIONITE
6778.71,96.5871,PARISITE,DEMANTOID,SINHALITE
396.83,4.5683,ANTIMONY,KUNZITE,GEODES
7738.32,86.9832,PARISITE,MARCASITE,ARTINITE
15533.8,168.538,DIOPSIDE,SILVER,BORAX
21292.93,217.8293,CLINOPTILOLITE,SEMSEYITE,CHLORITE
12508.07,157.8807,ALBITE,BORAX,ANDESINE
19474.63,194.7463,PYROMORPHITE,CLEAVELANDITE,ARSENIC
4899.01,65.0901,FLUORAPATITE,ERIONITE,BARATOVITE
18867.06,204.0706,GMELINITE,BOURNONITE,PARASYMPLESITE
23754.37,251.9437,OSUMILITE,NICKELINE,BOLEITE
10944.38,107.0438,SMITHSONITE,ARFVEDSONITE,BLODITE
12633.16,118.2316,GEODES,GMELINITE,OBSIDIAN
18341.23,189.2123,SAINFELDITE,MARCASITE,HOPEITE
21565.87,233.9587,SEMSEYITE,BLODITE,NICKELINE
9613.1,114.831,SMITHSONITE,CLINOHEDRITE,GORMANITE
15411.9,160.619,RHODIZITE,BOURNONITE,TALC
1834.75,26.4475,CARNOTITE,PARISITE,GIBBSITE
13904.08,161.9408,COAL,GAYLUSSITE,GMELINITE
14875.68,152.6568,MARCASITE,COAL,PYROAURITE
23736.58,260.3658,SYLVITE,TELLURIUM,SULFUR
2857.83,26.4783,SINHALITE,CORDYLITE,PYROMORPHITE
7972.23,74.5223,CLINOHEDRITE,BLODITE,SULFUR
15061.01,154.6101,TALC,TREMOLITE,HEMATITE
38525.33,394.2533,CORDYLITE,PHLOGOPITE,CLINOPTILOLITE
19867.48,207.2748,HOPEITE,GMELINITE,ANDERSONITE
8673.97,107.0397,ARAGONITE,TREMOLITE,OBSIDIAN
20657.2,213.372,SELENITE,SUNSTONE,OSUMILITE
10070.34,120.8034,TREMOLITE,ICE,TAAFFEITE
10369.76,110.6976,MALACHITE,DEMANTOID,BERLINITE
9782.29,114.3229,PLATINUM,SILICATES,HUREAULITE
7833.05,80.0305,OBSIDIAN,SULFUR,SMITHSONITE
1933.67,24.8367,ILVAITE,BORAX,FLUORAPATITE
25097.76,280.4776,ARAGONITE,NICKELINE,ALTAITE
10702.54,138.4254,GIBBSITE,RHODIZITE,KOTTIGITE
6314.01,68.0401,CLEAVELANDITE,OBSIDIAN,PARISITE
14205.78,139.5578,HOWLITE,PHLOGOPITE,HINSDALITE
5692.27,79.7227,SELENITE,SCHORL,PHOSPHATES
5473.91,55.3391,ANDERSONITE,BOLEITE,BARATOVITE
4837.24,68.9724,DIOPSIDE,GEODES,ANDALUSITE
6795.88,80.6588,ERIONITE,GAYLUSSITE,SILICATES
13059.52,139.7952,THOMSONITE,TREMOLITE,SILICATES
4024.8,54.848,PLATINUM,CLINOPTILOLITE,KUNZITE
21081.52,229.4152,OBSIDIAN,CUBANITE,DEMANTOID
1405.26,23.5526,SILICATES,OBSIDIAN,GAYLUSSITE
3484.67,51.3467,HOPEITE,BORAX,BROOKITE
12116.01,123.1601,STELLERITE,CLINOHEDRITE,PARAVAUXITE
13828.42,147.5842,NEPTUNITE,ROSASITE,SCHORL
2509.02,34.5902,CHRYSOBERYL,SEMSEYITE,HINSDALITE
7052.74,79.4274,DESCLOIZITE,NEPTUNITE,DIOPSIDE
5327.52,71.5752,HEMATITE,PUCHERITE,NICKELINE
22434.01,236.6401,DIAMOND,PUCHERITE,BLODITE
2491.49,44.8149,SMITHSONITE,RUBY,PUCHERITE
11839.97,120.1997,CLEAVELANDITE,BERLINITE,HEMATITE
17887.78,177.5778,SILICATES,SUNSTONE,MELANOPHLOGITE
18329,189.19,PYROMORPHITE,SILICATES,SEMSEYITE
6987.08,89.4708,ARFVEDSONITE,PARISITE,RHODIZITE
20542.7,216.327,ANTIMONY,MELANOPHLOGITE,BARATOVITE
20239.38,208.7938,SINHALITE,NICKELINE,GORMANITE
29587.86,294.9786,RHODIZITE,HEMATITE,PYROMORPHITE
44350.88,456.3088,NEPTUNITE,PHOSPHATES,DATOLITE
2476.45,40.0645,GORMANITE,TREMOLITE,PHLOGOPITE
4060.77,40.6077,CHRYSOBERYL,PYROAURITE,ILVAITE
9513.06,81.3306,TREMOLITE,PUCHERITE,CORDYLITE
16942.08,174.2208,SULFUR,BOURNONITE,ALMANDINE
5312.06,54.5206,SEMSEYITE,FLUORAPATITE,BIF
10507.96,131.2796,ROSASITE,ANDERSONITE,ARFVEDSONITE
31165.78,306.5578,HINSDALITE,STELLERITE,ARTINITE
60.43,14.0043,SCHORL,BOURNONITE,PARAVAUXITE
1688.21,28.0821,TAAFFEITE,PYROMORPHITE,NICKELINE
7490.93,68.2093,DESCLOIZITE,KOTTIGITE,SINHALITE
14624.86,148.0486,MELANOPHLOGITE,ROSASITE,OSUMILITE
29226.14,302.0614,PHLOGOPITE,DEMANTOID,CLINOHEDRITE
3956.26,53.3626,PARASYMPLESITE,ROSE_QUARTZ,SEMSEYITE
9376.02,103.0602,SMITHSONITE,MARCASITE,DESCLOIZITE
4817.53,58.7753,SINHALITE,ARSENIC,ROSASITE
1400.41,18.4041,CLINOPTILOLITE,PUCHERITE,BERLINITE
5403.5,51.135,CHLORITE,ILVAITE,BORNITE
8214.2,84.142,CUBANITE,STELLERITE,MALACHITE
15740.13,162.0013,ANDESINE,PARAVAUXITE,ILVAITE
14767.08,168.6708,ARTINITE,TAAFFEITE,HUREAULITE
15625.93,169.1593,ARAGONITE,HINSDALITE,ACANTHITE
15579.16,175.8916,BROOKITE,ERIONITE,KOVDORSKITE
17731.43,164.4143,CACOXENITE,BASALT,PYROMORPHITE
13081.19,127.8119,ARAGONITE,STELLERITE,ARFVEDSONITE
12707.26,127.3726,SUNSTONE,CACOXENITE,KOVDORSKITE
4020.48,62.0048,PARISITE,ANTIMONY,PARASYMPLESITE
3525.21,39.9521,HUMITE,DIOPSIDE,STELLERITE
1168.05,9.7805,CLEAVELANDITE,ANDALUSITE,DATOLITE
1764.32,31.5432,CLINOHEDRITE,BASALT,DIAMOND
6587.45,86.3745,SILICATES,THOMSONITE,CHRYSOBERYL
24053,231.63,CHRYSOBERYL,RUBY,PHOSPHATES
5887.28,68.7728,BASALT,ALBITE,CUMMINGTONITE
16043.98,182.2398,PHLOGOPITE,STURMANITE,ROSASITE
1289.07,12.2907,HEMATITE,ROSASITE,BOLEITE
1875.95,20.8595,SMITHSONITE,PHOSPHATES,THOMSONITE
18923.66,203.0366,CLINOPTILOLITE,TREMOLITE,SELENITE
6077.78,58.3778,BIF,ARFVEDSONITE,TAAFFEITE
24372.73,252.7273,BERLINITE,ENSTATITE,GEODES
32536.93,345.1693,ALMANDINE,SILVER,ARTINITE
16452.98,158.7298,BOLEITE,ANTIMONY,BORNITE
2498.16,35.5816,STELLERITE,HEULANDITE,MARCASITE
9605.31,103.2531,CACOXENITE,NEPHELINE,CORDYLITE
7679.3,91.693,SELENITE,HUMITE,HEMATITE
8209.48,93.8948,SUNSTONE,BIF,ANDESINE
7895.2,94.952,OSUMILITE,ANDERSONITE,TALC
12933.86,144.9386,PHOSPHATES,NEPTUNITE,BERLINITE
25120.17,249.4017,ACANTHITE,BROOKITE,DESCLOIZITE
8410.81,107.6081,STURMANITE,HUREAULITE,ARFVEDSONITE
14641.49,167.1149,TALC,ALMANDINE,CUBANITE
16860.3,172.403,CUMMINGTONITE,STELLERITE,BARATOVITE
32238.69,322.0869,BOURNONITE,CORDYLITE,CARNOTITE
28366.12,291.2612,TAAFFEITE,PARASYMPLESITE,SCHORL
1958.22,27.8822,ILVAITE,FLUORAPATITE,HEULANDITE
9589.07,90.2907,PLATINUM,NEPHELINE,CHLORITE
1798.02,33.7802,GORMANITE,FLUORAPATITE,PHLOGOPITE
10762.43,112.2243,ANDERSONITE,CHRYSOBERYL,KUNZITE
15955.09,193.6509,HUREAULITE,ARAGONITE,SCORODITE
10167.8,121.178,BIF,MELANOPHLOGITE,BOLEITE
9923.55,108.3355,ARAGONITE,PUCHERITE,ANDERSONITE
34956.34,369.6634,ANTIMONY,DESCLOIZITE,HOWLITE
515.17,15.0517,BERLINITE,OSUMILITE,GMELINITE
20296.48,215.8648,ARSENIC,GAYLUSSITE,SILVER
10791.97,110.0197,ICE,MARCASITE,MALACHITE
7845.26,88.7526,CACOXENITE,STELLERITE,SUNSTONE
27840.01,282.2001,CLEAVELANDITE,ALMANDINE,THOMSONITE
11296.28,117.9628,GAYLUSSITE,SEMSEYITE,KOTTIGITE
11747.16,121.8716,PARAVAUXITE,HEMATITE,GORMANITE
9714.45,94.3445,NEPTUNITE,CLEAVELANDITE,ANDALUSITE
12699.26,136.8926,TREMOLITE,PHLOGOPITE,CHLORITE
413.3,19.933,TREMOLITE,PUCHERITE,ACANTHITE
6699.86,80.1986,STELLERITE,PARASYMPLESITE,ROSASITE
20679.35,221.3935,HOPEITE,BORAX,BOURNONITE
294.18,11.6418,SAINFELDITE,NEPTUNITE,SELENITE
18142.19,180.0219,HINSDALITE,STELLERITE,TAAFFEITE
9886.04,98.3604,BORNITE,PYROMORPHITE,SYLVITE
21229.48,208.4948,BORAX,CUMMINGTONITE,STURMANITE
29399.12,289.4912,SEMSEYITE,SAINFELDITE,GEODES
25974.8,271.448,PLATINUM,SMITHSONITE,GORMANITE
3173.99,57.0399,ALMANDINE,GAYLUSSITE,DATOLITE
7399.44,89.6944,ERIONITE,STURMANITE,ACANTHITE
11725.1,128.051,CLINOHEDRITE,KOVDORSKITE,BROOKITE
17955.3,178.953,PARASYMPLESITE,PARISITE,CACOXENITE
14090.26,159.2026,PLATINUM,PARAVAUXITE,CHRYSOBERYL
14240.27,154.1027,PYROAURITE,GAYLUSSITE,SCORODITE
6098.31,41.7831,PYROAURITE,HUMITE,PARASYMPLESITE
17898.55,185.5855,ALBITE,BERLINITE,BARATOVITE
16524.84,204.5484,KOTTIGITE,ARFVEDSONITE,HINSDALITE
15536.85,162.9685,HOPEITE,SMITHSONITE,SUNSTONE
17885.16,185.3516,PARAVAUXITE,CUMMINGTONITE,ERIONITE
4309.47,68.2947,DEMANTOID,RUBY,CLINOPTILOLITE
33010.75,347.1075,GEODES,OBSIDIAN,CLEAVELANDITE
4557,48.27,HUREAULITE,ARTINITE,THOMSONITE
25510.59,276.7059,PARASYMPLESITE,SILVER,BARATOVITE
10918.81,122.0881,STELLERITE,DIOPSIDE,SYLVITE
23329.81,244.7981,HUMITE,ARTINITE,PHLOGOPITE
92.65,27.7265,ILVAITE,CLEAVELANDITE,FLUORAPATITE
17138.97,166.8897,SULFUR,SINHALITE,STELLERITE
5767.3,78.273,ARAGONITE,DATOLITE,CORDYLITE
10258.57,113.1857,KUNZITE,THOMSONITE,PERIDOT
17716.86,176.7686,RUBY,SAINFELDITE,OBSIDIAN
27814.02,283.8402,SCHORL,ARTINITE,BORAX
6977.66,86.8766,CARNOTITE,DEMANTOID,TAAFFEITE
11121.07,105.9107,SMITHSONITE,BIF,BASALT
1366.25,31.1625,SILVER,BLODITE,NEPTUNITE
24752.36,253.9236,KUNZITE,BASALT,TALC
17273.06,172.4306,NICKELINE,ANTIMONY,HEULANDITE
14996.52,161.2652,SENARMONTITE,PHLOGOPITE,DEMANTOID
1699.15,28.7915,DEMANTOID,SEMSEYITE,PARASYMPLESITE
912.16,18.7216,GEODES,PERIDOT,HEULANDITE
7055.92,83.4592,ACANTHITE,BERLINITE,ANDESINE
16041.14,170.9114,ROSE_QUARTZ,GORMANITE,HUREAULITE
5291,65.51,BLODITE,CUMMINGTONITE,GIBBSITE
298.19,14.6819,BLODITE,CUMMINGTONITE,NICKELINE
8060.86,89.7086,MARCASITE,BORAX,GORMANITE
6262.37,67.6237,ICE,CHLORITE,HOPEITE
24550.28,252.7028,SILICATES,SYLVITE,BOLEITE
5256.91,42.8691,PARAVAUXITE,FLUORAPATITE,HEULANDITE
5510.87,69.4087,OBSIDIAN,ANDESINE,BLODITE
6768.12,65.1812,GIBBSITE,TELLURIUM,CLEAVELANDITE
24917.3,245.373,HEMATITE,BROOKITE,PHLOGOPITE
13527.04,144.5704,BERLINITE,CHRYSOBERYL,STURMANITE
8286.91,90.6691,BOLEITE,DIOPSIDE,PHLOGOPITE
2009.44,42.6944,PYROAURITE,MARCASITE,ANDALUSITE
5932.17,75.9217,SMITHSONITE,ANTIMONY,RHODIZITE
26164.29,274.3429,GEODES,ANDERSONITE,BERLINITE
22655.56,234.0556,TAAFFEITE,PLATINUM,SYLVITE
15313.89,174.8389,ARSENIC,ROSASITE,SMITHSONITE
29592.77,320.4277,CHRYSOBERYL,DIOPSIDE,BORAX
17224.56,181.1456,SENARMONTITE,STELLERITE,SINHALITE
2523.71,35.7371,BIF,RHODIZITE,ANDESINE
8931.18,111.4118,HUREAULITE,RUBY,SENARMONTITE
6308.07,82.7807,KOVDORSKITE,ILVAITE,PLATINUM
16936.78,192.6678,HUMITE,STELLERITE,PERIDOT
5638.87,56.6887,OBSIDIAN,SAINFELDITE,HINSDALITE
14639.82,178.2982,MARCASITE,CUBANITE,KOTTIGITE
10387.01,118.5701,CLINOHEDRITE,BORNITE,ICE
1163.59,17.0359,ARTINITE,PARISITE,SINHALITE
29626.33,318.6633,BERLINITE,ILVAITE,ANDESINE
1237.11,25.4711,ICE,COAL,HOWLITE
4882.48,69.8248,KUNZITE,PYROMORPHITE,GORMANITE
20573.45,226.6345,CLEAVELANDITE,BORAX,CUMMINGTONITE
4184.44,44.0444,HUMITE,ACANTHITE,ARTINITE
7687.25,82.7725,CLINOHEDRITE,DESCLOIZITE,SCORODITE
2263.87,27.2387,KOTTIGITE,ICE,PHLOGOPITE
9020.83,89.4083,HOWLITE,ANDESINE,HOPEITE
32533.1,339.231,CUMMINGTONITE,GIBBSITE,BORAX
11698.52,136.5852,SENARMONTITE,BLODITE,NEPTUNITE
8840.18,72.1018,NEPHELINE,TAAFFEITE,THOMSONITE
22747.27,226.8727,TELLURIUM,CACOXENITE,ERIONITE
12238.39,107.0839,STELLERITE,BORNITE,OSUMILITE
14281.42,139.1142,ANDESINE,BOLEITE,SENARMONTITE
1759.35,19.2935,HOPEITE,PUCHERITE,SCORODITE
6212.38,73.5238,NICKELINE,PERIDOT,NEPTUNITE
4702.54,42.4254,PLATINUM,SYLVITE,ACANTHITE
18401.05,201.8105,ALBITE,PLATINUM,DIAMOND
13486.69,137.6669,BORAX,SAINFELDITE,PARASYMPLESITE
11193.62,133.7362,ARFVEDSONITE,SULFUR,HOWLITE
5196.82,54.6682,SEMSEYITE,ACANTHITE,ENSTATITE
319.77,14.3977,CARNOTITE,SAINFELDITE,NEPHELINE
475.19,25.9519,RUBY,BORAX,DATOLITE
12340.97,118.6097,RHODIZITE,ROSE_QUARTZ,ACANTHITE
4358.93,55.1893,NEPHELINE,ERIONITE,KUNZITE
20901.02,217.5102,ROSASITE,SULFUR,CORDYLITE
30473.12,313.6312,NEPHELINE,SCORODITE,BIF
23357.31,256.6731,CORDYLITE,ANDALUSITE,ALMANDINE
9906.58,102.4658,NEPTUNITE,ROSE_QUARTZ,PLATINUM
9960.39,108.9039,PUCHERITE,BERLINITE,STELLERITE
19077.24,189.4724,ACANTHITE,COAL,HUMITE
22132.61,240.8261,ENSTATITE,KOTTIGITE,MELANOPHLOGITE
18672.62,204.3262,HINSDALITE,HEMATITE,SAINFELDITE
9163.12,98.1312,TAAFFEITE,CHRYSOBERYL,ALMANDINE
1011.64,3.3164,ARAGONITE,ILVAITE,SENARMONTITE
11080.78,118.0078,COAL,CUMMINGTONITE,ICE
24421.55,268.5155,CORDYLITE,ARAGONITE,TALC
562.19,23.4219,ARTINITE,BORNITE,PHOSPHATES
797.95,17.2795,BORAX,SILICATES,CLEAVELANDITE
1796.06,37.8606,PHOSPHATES,PYROMORPHITE,RUBY
64524.39,660.7439,BLODITE,ARAGONITE,FLUORAPATITE
11837.98,127.3798,ALBITE,CARNOTITE,DESCLOIZITE
2706.02,43.5602,BORNITE,PHOSPHATES,BARATOVITE
40306.91,405.2691,STURMANITE,STELLERITE,RHODIZITE
22282.54,233.6254,ARAGONITE,BASALT,BOURNONITE
26791.89,274.5189,GIBBSITE,CUBANITE,ROSASITE
13361.49,133.6149,PARASYMPLESITE,ROSASITE,RUBY
12986.11,144.9611,ACANTHITE,BORNITE,PARISITE
13739.9,140.499,ILVAITE,CORDYLITE,SULFUR
4007.62,41.1762,ALTAITE,DIAMOND,CORDYLITE
12941.11,138.7111,CUMMINGTONITE,SMITHSONITE,PYROMORPHITE
18132.4,188.024,NEPTUNITE,PERIDOT,PARISITE
2130.05,33.1005,BASALT,SINHALITE,TALC
9597.49,95.6749,GAYLUSSITE,HUMITE,PYROAURITE
6123.77,71.9377,KOTTIGITE,HEULANDITE,SCORODITE
10317.7,109.177,GAYLUSSITE,OSUMILITE,PLATINUM
3874.63,47.4463,OBSIDIAN,BASALT,ANDALUSITE
6790.14,72.0014,SULFUR,CUMMINGTONITE,STELLERITE
7210.44,105.9044,PHOSPHATES,COAL,SINHALITE
24164.52,264.9452,GORMANITE,RHODIZITE,ARSENIC
4584.78,62.6478,BERLINITE,GEODES,GIBBSITE
30565.19,316.6519,GIBBSITE,COAL,ANDESINE
228.64,7.3864,ERIONITE,ENSTATITE,BORAX
19281.59,192.3159,ARAGONITE,RHODIZITE,BROOKITE
17988.1,181.481,GIBBSITE,CUBANITE,PARASYMPLESITE
14951.02,165.9102,TALC,MALACHITE,PLATINUM
5611.55,56.7155,SELENITE,NEPTUNITE,SCHORL
12681.55,138.8155,SILVER,CLINOPTILOLITE,ARAGONITE
23436.64,246.2664,ANDESINE,ANTIMONY,HOWLITE
11564.47,123.7447,STELLERITE,CHLORITE,PLATINUM
7803.88,81.3388,MALACHITE,HUREAULITE,CLINOHEDRITE
17474.46,185.4446,BERLINITE,RHODIZITE,HINSDALITE
4203.68,52.4368,DIAMOND,ROSASITE,SCORODITE
17363.4,168.834,CARNOTITE,CLINOHEDRITE,BOLEITE
6310.37,64.4037,KOVDORSKITE,ERIONITE,OBSIDIAN
10823.67,140.1367,SCHORL,SENARMONTITE,CHLORITE
445.42,25.3542,CLINOHEDRITE,ROSASITE,MALACHITE
18643.17,192.7317,SINHALITE,ARAGONITE,RHODIZITE
16101.36,174.0136,SULFUR,ANDERSONITE,PARAVAUXITE
5718.1,69.581,RHODIZITE,GORMANITE,ROSASITE
2918.13,29.0813,THOMSONITE,ROSASITE,GMELINITE
1526.35,19.1635,ALTAITE,ERIONITE,PUCHERITE
10487.19,108.2719,COAL,KOVDORSKITE,MARCASITE
17629.06,189.3906,PARASYMPLESITE,KOTTIGITE,BERLINITE
23273.34,244.7334,CHLORITE,ARSENIC,BOLEITE
26784.54,267.6454,ALBITE,CACOXENITE,ANDALUSITE
1468.76,25.0876,MALACHITE,DESCLOIZITE,MELANOPHLOGITE
1730.06,15.2006,PARASYMPLESITE,ILVAITE,BROOKITE
14375.75,166.7575,HEULANDITE,ACANTHITE,DIAMOND
5976.64,74.5664,ANDERSONITE,SELENITE,BASALT
38120.2,395.302,ICE,ARTINITE,DESCLOIZITE
32226.67,298.5667,SCORODITE,BERLINITE,ALBITE
1088.33,18.6833,SMITHSONITE,CLINOPTILOLITE,GORMANITE
2555.51,21.6551,PYROMORPHITE,CHRYSOBERYL,SINHALITE
14981.78,163.7178,STURMANITE,DESCLOIZITE,DEMANTOID
22355.8,225.758,SYLVITE,ANDERSONITE,MARCASITE
18773.34,194.7334,GAYLUSSITE,ROSE_QUARTZ,DESCLOIZITE
12894.87,156.7487,SEMSEYITE,KOTTIGITE,CUBANITE
11286.05,100.8605,BASALT,BORNITE,PHLOGOPITE
17540.81,181.7081,RHODIZITE,PYROAURITE,SILVER
9826.73,100.7673,KUNZITE,ALBITE,PARAVAUXITE
2422.13,33.8213,ENSTATITE,RUBY,HOWLITE
23538.43,251.4843,ANTIMONY,GMELINITE,THOMSONITE
1341.81,35.7181,DIAMOND,HEULANDITE,DEMANTOID
14887.48,157.8748,DIAMOND,SCHORL,BROOKITE
11696.7,126.367,ALTAITE,PARASYMPLESITE,PHLOGOPITE
8894.95,90.3495,PLATINUM,KOVDORSKITE,STURMANITE
46210.24,486.4024,CACOXENITE,BASALT,BERLINITE
20254.42,218.5442,SEMSEYITE,PHOSPHATES,HEMATITE
7705.1,69.751,BORNITE,SILICATES,NICKELINE
6403.34,73.9334,CLINOPTILOLITE,SCHORL,SENARMONTITE
9525.31,105.1531,SUNSTONE,ERIONITE,SELENITE
4266.18,59.0618,MELANOPHLOGITE,CLINOHEDRITE,PHOSPHATES
7627.83,101.1783,TALC,TELLURIUM,BOLEITE
21332.57,207.8257,BLODITE,BASALT,BOLEITE
14448.06,157.4806,PYROMORPHITE,CUMMINGTONITE,SCORODITE
23433.16,259.6316,SULFUR,RUBY,DEMANTOID
16581.61,178.7161,KOVDORSKITE,PARISITE,OBSIDIAN
21340.98,224.1098,MARCASITE,DATOLITE,PARISITE
25626.96,261.5696,DATOLITE,CACOXENITE,BORAX
1563.55,26.5355,BORNITE,HINSDALITE,SENARMONTITE
28889.67,309.2967,DIOPSIDE,TELLURIUM,TALC
9920.76,108.7076,PYROAURITE,THOMSONITE,ANDERSONITE
13749.89,145.1989,ROSE_QUARTZ,CACOXENITE,BORNITE
4677.48,63.6748,SINHALITE,PLATINUM,PYROMORPHITE
28416.79,301.5679,ALTAITE,BOURNONITE,PHOSPHATES
8198.93,89.8893,SENARMONTITE,SINHALITE,CACOXENITE
1365.1,21.051,BASALT,TREMOLITE,SINHALITE
21483.11,214.8311,SCORODITE,NICKELINE,MELANOPHLOGITE
4322.29,67.1229,PARASYMPLESITE,CLINOHEDRITE,PARAVAUXITE
23247.66,256.2766,CHLORITE,KOTTIGITE,ROSE_QUARTZ
19985.59,202.2559,THOMSONITE,GMELINITE,ROSASITE
8346.4,108.464,ILVAITE,RUBY,BIF
16184.01,168.8401,MALACHITE,SCORODITE,HEMATITE
14852.25,161.7225,RUBY,ANTIMONY,PHOSPHATES
10531.54,138.9154,THOMSONITE,TALC,PARAVAUXITE
15017.45,169.8745,BASALT,SILVER,HOPEITE
3612.76,44.1276,ALBITE,ILVAITE,PARAVAUXITE
24491.52,248.3152,RHODIZITE,TELLURIUM,ALTAITE
17340.44,184.9044,CUBANITE,CUMMINGTONITE,PERIDOT
49.7,4.497,PLATINUM,PYROMORPHITE,BLODITE
20848.02,229.4802,BOLEITE,MALACHITE,GORMANITE
10251.42,105.0142,ERIONITE,BERLINITE,DIOPSIDE
40177.47,401.1747,COAL,DESCLOIZITE,ENSTATITE
24403.37,264.0337,ALBITE,SELENITE,THOMSONITE
60662.28,599.0228,CHRYSOBERYL,HINSDALITE,ANDERSONITE
6011.36,54.5136,BORAX,BASALT,BOURNONITE
9999.43,98.1943,SAINFELDITE,BORNITE,ARAGONITE
3114.71,42.1471,KUNZITE,ANDALUSITE,NEPHELINE
14674.2,160.442,SMITHSONITE,ALTAITE,BIF
11615.13,129.6513,GAYLUSSITE,BLODITE,PERIDOT
30174.75,322.2475,CLINOPTILOLITE,CHRYSOBERYL,HEULANDITE
4231.21,67.1121,HUREAULITE,GEODES,SILVER
14021.4,160.014,SMITHSONITE,MARCASITE,THOMSONITE
19857.42,211.9742,BARATOVITE,HEMATITE,STURMANITE
21423.41,246.3341,HEMATITE,SEMSEYITE,PARISITE
22191.64,216.8164,HEMATITE,ACANTHITE,KOTTIGITE
49.79,4.9979,PHOSPHATES,HEMATITE,OSUMILITE
15081.38,163.1138,SENARMONTITE,OSUMILITE,PARASYMPLESITE
17100.08,172.6008,ICE,DATOLITE,CACOXENITE
15874.93,157.0493,BORNITE,HUREAULITE,BLODITE
14160.44,136.6044,CHRYSOBERYL,PERIDOT,ARFVEDSONITE
12413.27,149.6327,SAINFELDITE,HINSDALITE,SULFUR
4034.27,36.1427,PHLOGOPITE,BOLEITE,HEULANDITE
1818.18,17.4818,MELANOPHLOGITE,KOTTIGITE,PHOSPHATES
25663.18,278.1318,THOMSONITE,TREMOLITE,ERIONITE
2424,31.04,CORDYLITE,BORNITE,ALBITE
651.99,24.8199,DATOLITE,ICE,PUCHERITE
2285.36,26.7536,MALACHITE,CHRYSOBERYL,PYROAURITE
4842.51,55.5251,SMITHSONITE,MARCASITE,CLINOHEDRITE
19733.51,214.9351,KUNZITE,PYROAURITE,MELANOPHLOGITE
17911.4,200.014,ANDESINE,KUNZITE,BERLINITE
16890.93,179.8093,GAYLUSSITE,CLEAVELANDITE,CACOXENITE
2516.91,31.2691,BORNITE,SEMSEYITE,GEODES
20174.81,208.4481,SILVER,ANDESINE,CUMMINGTONITE
17229.77,176.0977,ROSASITE,HUMITE,SYLVITE
6492.89,70.4289,TALC,MELANOPHLOGITE,ALBITE
7975.17,75.4517,OBSIDIAN,HUREAULITE,RHODIZITE
11218.08,122.2808,GIBBSITE,PLATINUM,CUMMINGTONITE
